Name,Address,City,Zipcode,Average Review Score,Total Review Count,Latitude,Longitude
"Ocean view ""My Home"" JBR Dubai Marina 2мин Jumeirah Beach","Dubai, ARE",Dubai,None,10,4,25.081759,55.138124
"Stay in heart of Dubai Marina, walk to JBR! #3","Dubai, ARE",Dubai,None,10,4,25.080763,55.145865
Unique Huge Terrace Apartment With Direct Access to Playground in a New Luxury Building,"Dubai, ARE",Dubai,None,10,4,25.071374,55.124944
Vacay Lettings - Luxury studio in Business bay,"Dubai, ARE",Dubai,None,10,4,25.18431,55.275516
Luxurious 2BR Apt in Downtown Pool and Gym Access,"Dubai, ARE",Dubai,None,10,4,25.191605,55.280471
Palace Residences Dubai Creek Harbour,"Dubai, ARE",Dubai,None,10,4,25.203842,55.346985
Iconic Princess Tower ! 64th Floor ! Both Sea & Marina View,"Dubai, ARE",Dubai,None,10,4,25.088906,55.146976
1BHK Canal view near Dubai Mall,"Dubai, ARE",Dubai,None,10,4,25.187815,55.28332
Cosy Luxury villa Tilal Alghaf,"Dubai, ARE",Dubai,None,10,4,25.026694,55.234855
Dar Vacation - Contemporary Urban 2BR Apartment,"Dubai, ARE",Dubai,None,10,4,25.188813,55.281937
Stunning 2 bedroom apartment in Madinat Jumeirah Living,"Dubai, ARE",Dubai,None,10,4,25.132583,55.190664
Sunkissed holiday homes Stunning marina view 4BR plus maid room on JBR beach near mall,"Dubai, ARE",Dubai,None,10,4,25.076759,55.133892
Sunny Sky 2 bedrooms apartment with pool view Meera tower,"Dubai, ARE",Dubai,None,10,4,25.183656,55.255554
Stylish 2-Bed Apt Burj Khalifa and Fountain Views,"Dubai, ARE",Dubai,None,10,4,25.192117,55.274871
Luxury Apartment Jumeirah Sea View,"Dubai, ARE",Dubai,None,7.3,71,25.080964,55.13754
Stunning 1 BR Apartment in Dubai Marina,"Dubai, ARE",Dubai,None,10,4,25.08939,55.147792
MAJESTIC Act Two 2BR- 27th Floor Burj Khalifa- Downtown Dubai,"Dubai, ARE",Dubai,None,10,4,25.192443,55.271323
Trendy Studio! Walk To Burj Khalifasleeps 3!,"Dubai, ARE",Dubai,None,10,4,25.188802,55.281916
Private Pool Apt. Five Palm Jumeirah up to 6guest,"Dubai, ARE",Dubai,None,10,4,25.103719,55.149158
Sunset Oasis: Beachfront Studio,"Dubai, ARE",Dubai,None,10,4,25.08241,55.138914
Marasi Moods 2BD on Burj Khalifa and Canal views,"Dubai, ARE",Dubai,None,10,4,25.180533,55.268949
Lux BnB I The Address JBR I Ocean View,"Dubai, ARE",Dubai,None,10,4,25.073313,55.126516
Brand New Cozy Studio Apatrtment,"Dubai, ARE",Dubai,None,10,4,25.033604,55.153735
YOUR STAY APARTMENTS,"Dubai, ARE",Dubai,None,10,4,25.099518,55.141073
"Lakeside Apartment near Marina, newly renovated & next to Metro & Tram","Dubai, ARE",Dubai,None,10,4,25.070143,55.140414
Nasma Luxury Stays - Gorgeous Waterfront Apt With Incredible Sea Views,"Dubai, ARE",Dubai,None,10,4,25.077963,55.12182
Penthouse with Private Terrace and Full Burj View,"Dubai, ARE",Dubai,None,10,4,25.193293,55.284583
BRAND NEW LUXURY 1 BR Apartment at Marina Gate 2,"Dubai, ARE",Dubai,None,10,4,25.086141,55.147232
"La Vie, JBR private beach, private parking and pool","Dubai, ARE",Dubai,None,10,4,25.080454,55.134656
VayK - Modern Four Bedroom with Sea View in Dubai Marina,"Dubai, ARE",Dubai,None,10,4,25.071477,55.128789
"1 WORLD, Premium Hostel, JBR, Near Metro and Beach","Dubai, ARE",Dubai,None,10,4,25.076846,55.134091
Lovely Marina View 1BR in Bay Central Tower,"Dubai, ARE",Dubai,None,9.4,5,25.07857,55.137554
STAY BY LATINEM Luxury 1BR Holiday Home CVR B1303 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.4,5,25.17946,55.304424
Avantha By Afi luxury 2BHK apartment,"Dubai, ARE",Dubai,None,9.4,5,25.25224,55.308744
1 BHK - Concorde Tower - JLT Cluster H,"Dubai, ARE",Dubai,None,7.5,31,25.070071,55.144243
Primestay - Al Sahab 2 Dubai Marina,"Dubai, ARE",Dubai,None,8.4,9,25.075959,55.135782
BellaVista Downtown Views II Tower 1 Modern 2BR Downtown City View,"Dubai, ARE",Dubai,None,7.7,20,25.202205,55.280289
Cozy Yet Stylish Unit Studio One Marina,"Dubai, ARE",Dubai,None,8,13,25.069261,55.12854
HiGuests - Unparalleled Sea View From This Unique Corner Unit,"Dubai, ARE",Dubai,None,8.4,9,25.118152,55.110264
Huge Sea View Studio in Murjan JBR,"Dubai, ARE",Dubai,None,7.9,15,25.081881,55.138834
Paradise View The Dubai Mall Residences -- Emaar Residences Fashion Avenue,"Dubai, ARE",Dubai,None,8.4,9,25.199617,55.277432
GuestReady - The BEST Bluewaters View,"Dubai, ARE",Dubai,None,8.4,9,25.079621,55.12241
Modern Lake View 1 Bedroom Apt in JLT,"Dubai, ARE",Dubai,None,8.4,9,25.070167,55.141041
Luxury & Centric Flat with Balcony views in Marina,"Dubai, ARE",Dubai,None,7.8,17,25.069905,55.135343
DAMAC MAISON PRIVE,"Dubai, ARE",Dubai,None,7.8,17,25.184274,55.275545
GuestReady - Burj Khalifa Views from the Address,"Dubai, ARE",Dubai,None,7.7,20,25.199739,55.277472
ELAN Rimal 3 Suites,"Dubai, ARE",Dubai,None,7.7,20,25.076726,55.133853
STAY BY LATINEM Luxury 1BR Holiday Home CVR A1513 near Burj Khalifa,"Dubai, ARE",Dubai,None,8.4,9,25.179467,55.30458
EasyGo - Zada Tower 1 Bedroom,"Dubai, ARE",Dubai,None,9,6,25.184523,55.261544
Stylish 1-Bedroom in JVC,"Dubai, ARE",Dubai,None,9,6,25.053535,55.208327
Gardenia Rimal 6 Suite - 3 bedroom plus maid 2m walking to the beach,"Dubai, ARE",Dubai,None,9,6,25.076488,55.133493
The Smart Concierge - Club Vista Mare,"Dubai, ARE",Dubai,None,9.4,5,25.114392,55.140887
Spacious 1 Bed Huge Balcony Downtown Burj Khalifa,"Dubai, ARE",Dubai,None,9,6,25.188229,55.277321
Citi home 1BR New Marina Sulafa Tower,"Dubai, ARE",Dubai,None,9.4,5,25.089457,55.148927
Magnificent Luxurious 2 BR with City Skyline & Sea View,"Dubai, ARE",Dubai,None,9.4,5,25.198837,55.271401
Brand New Luxury Apt In Dubai Sports City,"Dubai, ARE",Dubai,None,9.4,5,25.036587,55.22096
"Brand New Modern 2BR Retreat, Walk to Dubai Mall - Downtown Views ll","Dubai, ARE",Dubai,None,9,6,25.201821,55.281268
Emaar Residence Fashion Avenue - formerly Address Dubai Mall,"Dubai, ARE",Dubai,None,9.4,5,25.198753,55.277242
"Manzil - 1BR in Anantara The Palm with Private Beach & Burj View, Palm Jumeirah","Dubai, ARE",Dubai,None,9.4,5,25.127654,55.15402
Splendid 5BR Villa at Canal Cove Palm Jumeirah by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,9.4,5,25.120123,55.13097
Amazing Burj and Opera View Apartment 163BC-2,"Dubai, ARE",Dubai,None,9.4,5,25.194145,55.269223
Qamar home rental Deira,"Dubai, ARE",Dubai,None,7.2,142,25.277356,55.313869
Silkhaus luxurious studio in Art Gardens with gym access,"Dubai, ARE",Dubai,None,9.4,5,25.067312,55.241109
"Jumeirah Beach Residence - Rimal 1, Dubai Marina","Dubai, ARE",Dubai,None,9.4,5,25.076373,55.135436
Modern Luxury 2BR at BD 29 Blvd,"Dubai, ARE",Dubai,None,9.4,5,25.19221,55.272564
HiGuests - Stunning Family Size Apt with Panoramic Views,"Dubai, ARE",Dubai,None,7.8,16,25.20531,55.264615
Miraclz Skyline Tower,"Dubai, ARE",Dubai,None,8.5,8,25.058066,55.239402
"Cozy studio, amazing amenities","Dubai, ARE",Dubai,None,8.5,8,25.070376,55.245248
Ramada Plaza by Wyndham Dubai Deira,"Dubai, ARE",Dubai,None,7.1,2534,25.27009,55.331053
NEW! Luxury 3bedroom with Spectacular Burj Views Downtown Dubai,"Dubai, ARE",Dubai,None,7.9,14,25.19221,55.272575
Residences At Elite Business Bay,"Dubai, ARE",Dubai,None,7.4,38,25.179951,55.265966
Skylight Two Bedroom RP Heights Downton,"Dubai, ARE",Dubai,None,8.5,8,25.194808,55.284469
Nasma Luxury Stays- Incredibly Spacious Apt Overlooking The Marina,"Dubai, ARE",Dubai,None,7.7,19,25.081916,55.140381
Staycae Holiday Homes - Reva,"Dubai, ARE",Dubai,None,7.2,110,25.187138,55.282851
Spacious & Comfortable 1 BR and 1 Living Room Apartment Near Sharjah University City,"Sharjah, ARE",Sharjah,None,7.9,14,25.307718,55.450468
Pearl Swiss Hotel,"Dubai, ARE",Dubai,None,7.1,3063,25.264288,55.319555
Newly Furnished bright and cozy studio apartment - Damac Hills,"Dubai, ARE",Dubai,None,7.7,19,25.015669,55.253808
Grand Kingsgate Waterfront Hotel by Millennium,"Dubai, ARE",Dubai,None,7.1,2246,25.226578,55.34048
"Millennium Plaza Downtown, Dubai","Dubai, ARE",Dubai,None,7.1,2844,25.220334,55.280562
"LUX The Cayan Superior Suite 2, Dubai Marina","Dubai, ARE",Dubai,None,9,6,25.087061,55.144899
Silkhaus elegant 1BDR in Downtown premium tower,"Dubai, ARE",Dubai,None,9,6,25.191688,55.280172
Nasma Luxury Stays - Elegant Condo With City Views And Dubai Skyline,"Dubai, ARE",Dubai,None,9,6,25.112426,55.248313
Downtown View Studio,"Dubai, ARE",Dubai,None,8.7,7,25.117067,55.136428
Bellavista - High Floor - 1BR - 29 Boulevard - Burj Khalifa & Fountain View,"Dubai, ARE",Dubai,None,8.7,7,25.192057,55.272449
Apartments at Business Bay by Bhavan Vacation Homes,"Dubai, ARE",Dubai,None,7.2,104,25.18441,55.281232
HomesGetaway-Luxury 2Br Apartment in Beach Vista Tower 2,"Dubai, ARE",Dubai,None,8.7,7,25.097939,55.139346
Cosmopolitan,"Dubai, ARE",Dubai,None,8.7,7,25.18772,55.267239
Jumeirah lake towers,"Dubai, ARE",Dubai,None,8.7,7,25.065625,55.137602
360 Vacation - Farhad Azizi Creek Views Deluxe Studio,"Dubai, ARE",Dubai,None,8.7,7,25.208667,55.3154
Stunning 1BR Apt high floor with palm view & private beach at EMAAR Beachfront,"Dubai, ARE",Dubai,None,8.5,8,25.098128,55.139763
Stylish brand new 1 bedroom,"Dubai, ARE",Dubai,None,8.7,7,25.175439,55.309197
RP Heights - 1BR Apartment - Allsopp&Allsopp,"Dubai, ARE",Dubai,None,8.5,8,25.194985,55.278414
Cozy pad in the heart of Dubai on JBR beach!,"Dubai, ARE",Dubai,None,8.7,7,25.077685,55.13417
Chic Studio in Art Gardens Modern Living,"Dubai, ARE",Dubai,None,8.7,7,25.067312,55.241109
LUXFolio Retreats - 3BHK Full Marina View,"Dubai, ARE",Dubai,None,8.7,7,25.078664,55.137533
Marina view apartment,"Dubai, ARE",Dubai,None,8.7,7,25.069129,55.128971
Maison Privee - Premium Apartment in the Heart of JLT,"Dubai, ARE",Dubai,None,8.5,8,25.067334,55.141811
Silkhaus new studio in Art Gardens gym & pool access,"Dubai, ARE",Dubai,None,8.5,8,25.067312,55.241109
Hilton Garden Inn Dubai Al Mina - Jumeirah,"Dubai, ARE",Dubai,None,7.1,1144,25.247931,55.277991
"Luton Vacation Homes -Silverene Tower Full marina view ,Dubai Marina A50AB7","Dubai, ARE",Dubai,None,8.2,10,25.075286,55.138443
Silkhaus spacious studio in Boulevard Central with gym & pool,"Dubai, ARE",Dubai,None,7.7,18,25.191537,55.273391
Lux BnB Collective-1 -Dubai Hills,"Dubai, ARE",Dubai,None,8.2,10,25.100032,55.247395
"sleep 'n fly Sleep Lounge & Showers, B-Gates Terminal 3 - TRANSIT ONLY","Dubai, ARE",Dubai,None,7.1,686,25.248594,55.360939
Magnificent - Damac Distinction Downtown,"Dubai, ARE",Dubai,None,8.1,11,25.187971,55.279689
City Stay Grand Hotel Apartments - Al Barsha,"Dubai, ARE",Dubai,None,7.1,1015,25.11291,55.201984
Maison Privee - Luxury Living Next to Dubai Mall & Burj Khalifa,"Dubai, ARE",Dubai,None,8.3,9,25.188924,55.276034
HiGuests - Creekside Stylish 3BR Apartment with Views,"Dubai, ARE",Dubai,None,8.3,9,25.206372,55.347202
24 Gold Hotel,"Dubai, ARE",Dubai,None,7.1,332,25.270498,55.299155
USMANS 4BDRM JBR Sadaf Next to Ritz Carlton Walk,"Dubai, ARE",Dubai,None,7.6,22,25.080668,55.13706
Luxury Address Res DubaiMarina Studio1 Frank&Frank,"Dubai, ARE",Dubai,None,8.2,10,25.077281,55.140551
"Frank Porter - Al Nabat, Shoreline 8","Dubai, ARE",Dubai,None,8.1,11,25.112705,55.143223
"Dubai Grand Hotel by Fortune, Dubai Airport","Dubai, ARE",Dubai,None,7.1,707,25.273439,55.381401
Spacious Seaside Studio with Vibrant Vibes in JBR By SWEET HOMES,"Dubai, ARE",Dubai,None,8.2,10,25.081964,55.13921
Maison Privee - Modern and Airy 2BR in Palm Jumeirah,"Dubai, ARE",Dubai,None,8.2,10,25.113719,55.136593
City walk apartment Specter,"Dubai, ARE",Dubai,None,7.4,36,25.20197,55.264037
Palette Royal Reflections Hotel and Spa Dubai,"Dubai, ARE",Dubai,None,7.1,322,25.219739,55.323589
"Prime Retreats @ Burj Crown by Emaar, Downtown dubai","Dubai, ARE",Dubai,None,9.8,4,25.194067,55.269354
"Modern Apartment, Burj Khalifa View","Dubai, ARE",Dubai,None,9.8,4,25.19255,55.266436
"Limestone House, Dubai International Financial Centre - Mint Stay","Dubai, ARE",Dubai,None,9.8,4,25.212008,55.278826
Stella Stays Cozy Beachfront Villa Private Pool 4BDR,"Dubai, ARE",Dubai,None,9.8,4,25.15395,55.202356
Stayis -1 BR Stunning View of Burj khalifa,"Dubai, ARE",Dubai,None,9.8,4,25.195479,55.272648
Beautiful 1 bedroom by the beach,"Dubai, ARE",Dubai,None,9.8,4,25.078294,55.135772
Home stay - FEMALE GUEST ONLY -ممنوع دخول الرجال,"Sharjah, ARE",Sharjah,None,9.8,4,25.324692,55.378236
Trophy - Burj Khalifa View Serenity Suite,"Dubai, ARE",Dubai,None,7.3,44,25.193031,55.280035
"Yansoon by Emaar, Downtown Dubai","Dubai, ARE",Dubai,None,7.6,20,25.192352,55.279451
Burj Khalifa View - 2BR and Maid - Downtown,"Dubai, ARE",Dubai,None,7.7,17,25.187032,55.275753
Better Living Apartment,"Dubai, ARE",Dubai,None,7.1,241,25.256863,55.304451
LUX - The Luxury Sunny JBR Beach Views,"Dubai, ARE",Dubai,None,8.3,9,25.079531,55.136103
USMANS 1 Bedroom 4 Beds JBR Huge SEA VIEW 120 SQM 2 Balconies,"Dubai, ARE",Dubai,None,7.6,20,25.07834,55.135863
Magnificent Brand New Lux 2 BR Opera District,"Dubai, ARE",Dubai,None,8.3,9,25.193355,55.270497
"Staybridge Suites Dubai Business Bay, an IHG Hotel","Dubai, ARE",Dubai,None,7.6,20,25.181083,55.278111
3 bedroom Luxury Suite apartment near JBR Beach,"Dubai, ARE",Dubai,None,7.9,13,25.071389,55.136888
Burj Khalifa Views 2BR with Infinity Pool Downtown,"Dubai, ARE",Dubai,None,9.8,4,25.193436,55.265435
360 Vacation - Boulevard Point Luxurious 1BR Dubai Mall Access,"Dubai, ARE",Dubai,None,9.8,4,25.193072,55.280919
Beach Isle 2BR - Private Beach & Sea View - CityApartmentStay,"Dubai, ARE",Dubai,None,9.8,4,25.099063,55.140231
Lovely 2 bedroom apartment,"Dubai, ARE",Dubai,None,9.8,4,25.024862,55.103643
HiGuests - Stylish Waterfront Retreat With Balcony in La Mer,"Dubai, ARE",Dubai,None,9.8,4,25.240377,55.252434
1 Bed Near Zabeel-Park Shiekh Zayed Rd world-Trade center,"Dubai, ARE",Dubai,None,9.8,4,25.233549,55.29539
GuestReady - Slice of Luxury in Palm Jumeirah,"Dubai, ARE",Dubai,None,9.8,4,25.130815,55.153137
Beachfront Haven,"Dubai, ARE",Dubai,None,9.8,4,25.113578,55.137899
4u hostel,"Dubai, ARE",Dubai,None,9.8,4,25.272575,55.319666
"Stunning 1 Bedroom apartment in The Point, Marina","Dubai, ARE",Dubai,None,9.8,4,25.073168,55.132694
Stunning 4-Bed Seaside Apartment - Your Perfect Ocean View Retreat!,"Dubai, ARE",Dubai,None,9.8,4,25.075597,55.132554
Harmonious 3BR in Stella Maris with calm sea-view,"Dubai, ARE",Dubai,None,9.8,4,25.070003,55.132457
Contemporary 1 Bedroom Marina Apartment,"Dubai, ARE",Dubai,None,9.8,4,25.089574,55.147844
Gorgeous 2 Br in Paramount,"Dubai, ARE",Dubai,None,9.8,4,25.193438,55.265437
bnbmehomes - Modern Luxury Studio in heart of JVC - 419,"Dubai, ARE",Dubai,None,9.8,4,25.050743,55.205268
"Luxurious living in Jumeirah Village Circle, Dubai","Dubai, ARE",Dubai,None,9.8,4,25.051047,55.20625
Palm Jumeirah - Property Advisers,"Dubai, ARE",Dubai,None,9.8,4,25.108051,55.122056
"In the Heart of the Marina, by the beach!","Dubai, ARE",Dubai,None,8.6,7,25.069038,55.133247
OMAR Vacation,"Dubai, ARE",Dubai,None,7.1,178,25.273597,55.331022
"Luxury JBR Apartments , beach , pool , parking","Dubai, ARE",Dubai,None,7.1,173,25.076641,55.134119
Spectacular Seaview Apt Your Coastal Dream Awaits,"Dubai, ARE",Dubai,None,9.8,4,25.080947,55.1374
Ocean view studio Dubai Marina JBR 2 min to the beach,"Dubai, ARE",Dubai,None,9.8,4,25.08147,55.138141
Exceptional Furnished Studio,"Dubai, ARE",Dubai,None,9.8,4,24.950759,55.230537
"The Palm Tower Luxurious Studio, Panoramic Palm View - Direct Nakheel Mall Access","Dubai, ARE",Dubai,None,9.8,4,25.113785,55.139957
LiveIn Holiday Homes - JBR,"Dubai, ARE",Dubai,None,7.2,66,25.072244,55.130162
Luxurious 1B Seaview Apartment in JBR,"Dubai, ARE",Dubai,None,9.8,4,25.073051,55.128157
*Five Palm* 2bdr Private Beach,"Dubai, ARE",Dubai,None,9.8,4,25.104804,55.148747
"Horizon Tower, Dubai Marina - Vacationer","Dubai, ARE",Dubai,None,9.8,4,25.071706,55.137255
Marina View 2 Bed Rooms Apartment-Bluebell-By Grand Vista,"Dubai, ARE",Dubai,None,9.8,4,25.079244,55.142725
Maison de Luxe - Jumeirah Living Marina Gate,"Dubai, ARE",Dubai,None,9.8,4,25.087425,55.146473
Majestic La MER La Voile1 - Jumeirah 1- Swimming pool view,"Dubai, ARE",Dubai,None,9.8,4,25.237813,55.254937
Very Cozy & Relaxing Studio in JVC,"Dubai, ARE",Dubai,None,9.8,4,25.050758,55.205247
"Manzil - Lavish 2BR Sea View Apartment in Five Palm, Palm Jumeirah","Dubai, ARE",Dubai,None,9.8,4,25.112432,55.138978
FIVE Palm Hotel and Residence - Luxury Penthouse Full Sea Marina View & Private Pool,"Dubai, ARE",Dubai,None,9.8,4,25.103525,55.148902
HiGuests - Modern Apt in Dubai Marina With Pool and Gym,"Dubai, ARE",Dubai,None,7.5,23,25.080527,55.144296
Luxury 1 Bedroom Apartment,"Dubai, ARE",Dubai,None,9.2,5,25.067378,55.206619
Amazing DEAL! Stunning 3BR Apt with Huge Terrace - JVT,"Dubai, ARE",Dubai,None,8.4,8,25.059551,55.194501
Staycae Holiday Homes - Tower 108,"Dubai, ARE",Dubai,None,7.2,62,25.053137,55.19744
"RH- Modern Comfort, bright 1BR near Dubai Mall, City Views","Dubai, ARE",Dubai,None,7.2,59,25.195241,55.281352
Silkhaus Downtown modern and central 1BDR in Standpoint,"Dubai, ARE",Dubai,None,7.8,14,25.196194,55.270825
Palm Tower where Luxury & View meet in one place,"Dubai, ARE",Dubai,None,8.6,7,25.113785,55.139957
Luxury I Free Weekly Housekeeping I 5 Mins to Dubai Mall,"Dubai, ARE",Dubai,None,8.4,8,25.200979,55.280813
GuestReady - Magnificent heart of Downtown,"Dubai, ARE",Dubai,None,8.4,8,25.193179,55.269191
MK Residence By Azco Holiday Homes,"Dubai, ARE",Dubai,None,7.1,145,25.065601,55.210813
Terra Solis Dubai,"Dubai, ARE",Dubai,None,7.1,143,24.996801,55.4537
HiGuests - Unique Studio Interior With Stunning Views in DIFC,"Dubai, ARE",Dubai,None,7.7,16,25.211711,55.282947
Frank Porter - Majestique 1,"Dubai, ARE",Dubai,None,8.6,7,24.945337,55.209656
Al Bateen Resdences by HAPPY SEASON JBR,"Dubai, ARE",Dubai,None,8.6,7,25.073333,55.128055
Comfy Family 2 BR apartment in JBR,"Dubai, ARE",Dubai,None,8.6,7,25.078517,55.135558
Frank Porter - Bay Central West Tower,"Dubai, ARE",Dubai,None,8.6,7,25.078502,55.137345
USMANS 5 BEDROOM APARTMENT at JBR WALK RIMAL ON THE BEACH 2750 SFT HUGE,"Dubai, ARE",Dubai,None,8.4,8,25.074889,55.131722
The Elite Apartment,"Dubai, ARE",Dubai,None,9.2,5,25.179305,55.268871
Stylish Studio in Business Bay,"Dubai, ARE",Dubai,None,9.2,5,25.186495,55.286609
Luton Vacation Homes - The Marina Torch - Sea view - 64AB07,"Dubai, ARE",Dubai,None,8.1,10,25.087953,55.147463
Manzil - Stylish 3BR in Palm w Private Beach & Sea View,"Dubai, ARE",Dubai,None,9.2,5,25.110265,55.137434
Palm Jumeirah's Spectacular Ocean-View Apartment - NBT,"Dubai, ARE",Dubai,None,9.2,5,25.112706,55.143224
A Perfect Escape - Dubai Marina,"Dubai, ARE",Dubai,None,9.2,5,25.080708,55.145793
WelHome - Fancy Apartment With City and Dubai Skyline View,"Dubai, ARE",Dubai,None,9.2,5,25.054424,55.20305
Two Continents Holiday Homes - Charming One Bedroom in Dubai Marina,"Dubai, ARE",Dubai,None,9.2,5,25.080243,55.145408
"Frank Porter - Zumurud Tower, Dubai Marina","Dubai, ARE",Dubai,None,9.2,5,25.070202,55.133833
Life Above Clouds,"Dubai, ARE",Dubai,None,9.2,5,25.088837,55.146899
Luxury apartment at Discovery,"Dubai, ARE",Dubai,None,9.2,5,25.047961,55.137052
STAY BY LATINEM Luxury Studio Holiday Home G61115 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.2,5,25.17759,55.309505
Emaar Marina 2BR Apartment at 52-42 Building T2 with Full Marina Panorama View by ANW Vacation Homes,"Dubai, ARE",Dubai,None,9.2,5,25.070966,55.124687
Mystic - Fully Renovated Spacious 2BR Apt. with Burj Views,"Dubai, ARE",Dubai,None,9.2,5,25.190293,55.278184
Frank Porter - Bay Central West 2,"Dubai, ARE",Dubai,None,9.2,5,25.078502,55.137345
"Full Apartment in Dubai Marina,80m from beach","Dubai, ARE",Dubai,None,9.2,5,25.078897,55.137176
GuestReady - Luxury Tower with Burj Khalifa View,"Dubai, ARE",Dubai,None,9.2,5,25.200938,55.280831
HiGuests - Chic Apt with Balcony and Pool near Burj Khalifa,"Dubai, ARE",Dubai,None,7.5,22,25.19172,55.270485
LUX - The Luxury Sunspot Beach Suite,"Dubai, ARE",Dubai,None,8,11,25.098128,55.139763
Silkhaus Burj Khalifa view cozy studio with bedroom,"Dubai, ARE",Dubai,None,8.1,10,25.186301,55.282569
Nasma Luxury Stays - Sleek and Modern Studio Near Burj Khalifa,"Dubai, ARE",Dubai,None,8,11,25.192209,55.272576
Frank Porter - Studio One,"Dubai, ARE",Dubai,None,8.1,10,25.06926,55.128571
Silkhaus stunning studio in central DIFC with balcony,"Dubai, ARE",Dubai,None,7.9,12,25.211203,55.281857
Westminster Claren Tower - Downtown,"Dubai, ARE",Dubai,None,7.1,110,25.190843,55.271921
HiGuests - Modern Studio with Incredible City Skyline View,"Dubai, ARE",Dubai,None,7.5,22,25.071786,55.143533
EDEN'S Homes & Villas - KG Tower,"Dubai, ARE",Dubai,None,7.5,22,25.069786,55.12808
KeyHost - Stunning 1BR - The Address Beach Residences JBR -Dubai Marina View - K1470,"Dubai, ARE",Dubai,None,8.1,10,25.072572,55.126582
Frank Porter - Canal Residence,"Dubai, ARE",Dubai,None,8,11,25.036402,55.222965
Howard Johnson Plaza by Wyndham Dubai Deira,"Dubai, ARE",Dubai,None,7,10998,25.264818,55.322044
Nejoum Al Emarat,"Sharjah, ARE",Sharjah,None,7,2101,25.354226,55.38988
Landmark Grand Hotel,"Dubai, ARE",Dubai,None,7,2603,25.265565,55.317046
Stunning Space with Full Marina View,"Dubai, ARE",Dubai,None,8,11,25.079966,55.139082
Cozy Sea & Marina View Studio in Palm Jumeirah,"Dubai, ARE",Dubai,None,8.1,10,25.112163,55.138642
SVIZONA Premium 2 Bed I Panoramic Creek Views,"Dubai, ARE",Dubai,None,8.8,6,25.208822,55.346441
